"","Jurkat","KMBC2","MCF7","231"
"P46020",-0.707,-2.99,-0.619,-1.99
"P46060",-3.17,-1.27,-0.417,-1.19
"P46063",-1.45,-2.25,-1.1,-2.04
"P46087",-0.702,-1.54,-0.547,-0.575
"P46100",-3.91,-3.77,-1.06,-3.23
"P46108",-3.15,-3.23,-2.35,-4
"P46109",-3.25,-5.34,-1.24,-1.94
"P46199",0.0884,-0.643,-0.941,-0.35
"P46379",-3.42,-2.6,0.00628,-1.43
"P46459",-1.89,-1.64,-0.284,-0.914
"P46527",0.0884,-0.643,-1.09,-0.35
"P46531",-1.6,-4.9,-0.145,-0.35
"P46734",-3.28,-2.62,-1.77,-2.26
"P46736",-1.82,-3.63,-1.33,-2.09
"P46776",2.74,-0.568,0.169,1.41
"P46777",-1.55,-1.54,-1.05,-1.58
"P46778",-2.41,-2.15,-0.944,-1.42
"P46779",-1.36,-1.47,-1.11,-1.85
"P46781",-1.4,-1.23,-0.581,-1.6
"P46782",-2.1,-1.04,-0.55,-1.48
"P46783",-1.55,-1.72,-0.787,-1.45
"P46821",0.776,-0.643,-0.213,-1.22
"P46926",-3.95,-5.02,-1.97,-3.15
"P46926;Q8TDQ7",-1.26,-1.44,-2.74,-1.24
"P46934",-1.96,-1.87,-0.92,-1.99
"P46937",0.0884,-7.62,-4.86,-6.47
"P46939",-2.98,-4.29,-0.268,-1.83
"P46940",-1.02,-1.71,-0.267,-0.8
"P46940;Q86VI3",-0.453,-1.42,0.22,-0.392
"P46977",-2.39,-1.49,-0.533,-0.673
"P47224",-3.75,-3.03,-3.43,-2.94
"P47712",0.0884,-0.643,-0.145,-0.35
"P47755",-3.95,-3.88,-0.819,-3.04
"P47756",-1.81,-1.83,-0.717,-1.21
"P47895",-3.42,-2.14,-0.0329,1.56
"P47897",-2.29,-1.92,-0.203,-1.36
"P47914",-0.0316,0.555,0.0476,-0.375
"P47929",1.68,0.603,1.14,4.85
"P47974",-6.05,-2.57,-1.72,-1.74
"P47985",0.0884,-1.27,0.727,-1.49
"P47989",0.0884,-0.643,-0.145,-0.35
"P48047",-1.74,-1.15,0.035,-0.223
"P48147",-2.35,-4.15,-1.33,-2.35
"P48163",1.05,-1.26,-0.787,0.767
"P48200",-1.49,-3.78,-1.46,-1.65
"P48378;P48380",-0.67,-3.56,-0.145,-0.981
"P48378;P48380;P22670",0.0884,-4.18,-0.661,-3.42
"P48382",-1.44,-3.27,-1.18,-1.89
"P48426",-0.649,-1.5,-2.68,-0.63
"P48426;P78356",0.0884,-0.643,-0.753,-1.1
"P48436",0.0884,-0.643,-0.145,-6.61
"P48436;P57073;P56693",0.0884,-0.643,-0.145,-6.41
"P48444",-1.91,-1.98,-1.13,-1.85
"P48449",-4.14,-4.07,-0.187,-0.841
"P48506",-3.79,-3.11,0.0639,-0.82
"P48507",-3.24,-5.21,-0.37,-5.74
"P48552",-4.42,-9.55,-6.7,-8.25
"P48553",-0.574,-2.52,-0.026,-1.2
"P48556",-2.74,-2.53,0.00364,-1.21
"P48594;P29508",1.89,-0.112,1.08,2.36
"P48634",-4.36,-3.01,-0.309,-2.35
"P48634;Q5JSZ5;Q9Y520",-1.33,-1.66,-0.145,-0.0167
"P48637",-0.0574,-1.92,-0.17,-1.14
"P48643",-1.62,-1.27,-0.28,-1.45
"P48651",-1.12,-1.59,-0.713,-0.983
"P48668;O95678;P02538",-3.18,-0.749,2.06,1.74
"P48668;P04259",-0.565,3.46,1.11,1.44
"P48668;P04259;O95678;P02538",-3.71,1.32,1.34,3.04
"P48668;P04259;P02538",-1.17,-0.293,0.245,0.765
"P48668;P04259;P13647",-0.361,-0.961,-0.225,-0.421
"P48668;P04259;P13647;P02538",1.67,-0.444,1.02,0.662
"P48668;P04259;P13647;Q14CN4;O95678;P02538",0.765,0.537,1.78,5.24
"P48668;P12035;P04259;P02538",-1.1,-0.807,0.0328,-1.31
"P48668;P13647;P02538",-0.758,0.193,1.32,1.13
"P48668;Q01546;P12035;P04259;P13647;P35908;O95678;Q5XKE5;P02538;K22E_HUMAN",-0.443,-0.233,0.426,0.0181
"P48681",0.0884,-0.643,2.81,-1.37
"P48723",0.0884,-1.66,-0.145,-0.35
"P48729",-5.83,-2.68,-1.64,-1.63
"P48730",-6.92,-5.41,-2.77,-4.24
"P48730;P49674",-4.52,-2.16,-0.79,-1.63
"P48735",0.614,-0.738,-0.364,0.632
"P48739",-2.48,-3.18,-1.1,-3.09
"P48741;P0DMV8;P0DMV9;P17066",-0.218,-2.52,-0.452,-1.34
"P48751;P04920",0.0884,-1.33,-0.145,-0.35
"P48960",0.0884,-2.04,1.18,-1.84
"P49005",-3.38,-4.09,-2.31,-4.18
"P49006",-0.695,-1.62,0.869,-0.496
"P49023",0.0335,-2.12,-1.15,-2.36
"P49069",0.0884,-3.26,1.03,-0.35
"P49116",-5.2,-6.54,-5.89,-6.58
"P49137",-2.24,-1.76,-4.05,-0.632
"P49189",-1.52,-1.54,0.104,-1.23
"P49207",-2.88,-1.15,-0.671,-0.839
"P49247",-3.46,-3.77,-1.75,-3.44
"P49257",-0.177,-2.07,1.27,0.175
"P49321",-2.17,-4.33,-0.182,-2.37
"P49326",0.0884,-0.643,-0.145,-0.35
"P49327",-1.13,-1.87,-0.82,-1.16
"P49336",-1.06,-3.42,-1.91,-2.84
"P49336;Q9BWU1",-0.471,-3.84,-3.14,-4.45
"P49354",-2.02,-3.81,-0.145,-3.38
"P49356",-1.99,-3.98,-0.151,-4.57
"P49366",0.0778,-0.643,-0.145,-1.3
"P49368",-1.93,-2.18,-0.503,-1.64
"P49406",-1.95,-2.36,-1,-1.31
"P49407",0.0884,-2.63,-2.41,-2.51
"P49411",-0.641,-1.6,-0.477,-0.746
"P49419",-0.112,-0.773,-0.159,0.8
"P49441",0.0884,-2.86,-0.0458,-1.51
"P49454",-5.76,-4.66,-2.97,-2.92
"P49458",-2.33,-4.89,-0.759,-1.6
"P49585",-1.12,-5.11,-0.871,-3.43
"P49588",-1.27,-2.54,-0.62,-0.813
"P49589",-1.03,-1.16,-0.0227,-1.11
"P49590",0.0884,-0.643,0.617,-0.35
"P49590;P12081;SYH_HUMAN",-1.14,-0.668,0.252,-1.7
"P49591",-2.11,-1.9,-0.662,-1.26
"P49593",-0.916,-0.643,-0.145,-3.42
"P49641",-0.416,-0.385,1.28,-0.646
"P49642",-4.46,-4.67,-2.08,-4.43
"P49643",-3.19,-3.58,-0.173,-2.55
"P49674",-7.38,-5.17,-0.145,-4.37
"P49711",-0.791,-4.13,-1.78,-1.95
"P49715",0.0884,-8.24,-5.07,-0.35
"P49716",0.0884,-6.27,-1.39,-2.43
"P49720",-2.29,-1.55,-0.515,-1.34
"P49721",-2.14,-1.78,-0.576,-1.37
"P49736",-1.89,-1.68,-0.532,-1.56
"P49748",0.22,-2.45,0.0179,-0.178
"P49750",-1.58,-0.631,-0.743,-0.808
"P49754",-2.06,-3.93,-0.52,-2.62
"P49755",-2.86,-2.15,-0.616,-1.86
"P49756",-1.37,-0.379,-0.167,-0.665
"P49757",-2.48,-4.16,-0.283,-0.821
"P49759;Q9HAZ1",0.0884,-0.643,-2.11,-0.447
"P49760",-3.08,-1.6,-3.86,-1.05
"P49761",-2.27,-0.394,-1.04,-1.26
"P49770",-3.04,-5.48,-2.43,-3.89
"P49773",-1.6,-4.93,-0.513,-0.224
"P49788",0.0884,-1.92,-0.409,-0.35
"P49790",-3.12,-2.41,-0.898,-1.37
"P49792",-2.11,-1.48,-0.776,-1.82
"P49810;P49768",0.0884,-3.23,-0.145,-0.242
"P49815",-3.03,-3.52,-1.46,-2.76
"P49821",-2.4,-2.71,-0.459,-1.07
"P49840",-4.12,-3.11,-2.23,-3.04
"P49840;P49841",-3.6,-0.953,-1.68,-2.04
"P49841",-2.25,-2.73,-0.923,-2.65
"P49842",-1.15,-2.92,-0.924,-1.14
"P49848",-2.38,-3.95,-2.22,-3.3
"P49862",0.0385,-0.21,0.902,0.5
"P49902",-2.27,-1.14,-0.519,-1.69
"P49903",-1.14,-3.12,-1.52,-2.33
"P49914",0.0884,-4.72,-0.145,-0.35
"P49915",-2.39,-2.57,-0.917,-2.39
"P49916",-2.54,-4.22,-0.967,-2.19
"P49917",-1.93,-1.09,0.28,-2.61
"P49959",-2.68,-3.38,-0.364,-1.83
"P50148",-2.42,-5.15,-0.481,-0.413
"P50148;P29992",-0.66,-3.34,-0.519,-0.846
"P50213",-2.48,-2.44,-0.328,-1.39
"P50219",-2.7,-5.26,-5.98,-5.21
"P50238",0.0884,-0.643,-0.145,-0.35
"P50281",0.0884,-0.643,-1.04,-1.33
"P50336",0.0884,-0.429,0.258,-0.35
"P50395",-2.1,-2.21,-0.996,-1.69
"P50402",-1.13,-1.13,-0.357,-1.16
"P50416",-2.37,-2.54,-0.479,-1.89
"P50440",0.0884,-2.91,-0.145,-0.35
"P50443",0.0884,-1.55,-1.18,-1.95
"P50452",-2.96,-2.48,0.492,-1.06
"P50453",0.0884,-4.45,-0.145,-3.06
"P50454",-3.06,-1.88,-0.547,-1.69
"P50479",-0.486,-0.643,0.447,-3.76
"P50502;Q8NFI4",-3.92,-3.83,-0.488,-2.26
"P50502;Q8NFI4;Q8IZP2",-3.02,-2.99,-0.0362,-1.21
"P50542",-2.26,-0.643,-0.44,-2.24
"P50548",-2.37,-3.72,-2.6,-1.05
"P50549",0.0884,-0.643,-0.145,-6.98
"P50552",-1.8,-4.39,-0.312,-1.61
"P50570",-1.13,-1.95,-0.417,-1.37
"P50579",-1.26,-1.78,-0.594,-1.5
"P50613",-3.04,-4.21,-1.5,-2.55
"P50616",0.0884,0.818,-0.145,-0.35
"P50747",-0.453,-1.32,-0.145,-0.962
"P50748",-2.83,-2.64,-0.876,-2.5
"P50750",0.164,-1.26,-0.393,-0.82
"P50851",-2.71,-1.72,-0.328,-1.41
"P50851;Q8NFP9",-0.0894,-2.31,-1.76,-0.776
"P50895",0.0884,-3.77,-0.0129,-0.35
"P50897",0.0884,-0.643,-0.145,-0.755
"P50914",-1.04,-1.49,-0.8,-1.25
"P50990",-2.05,-1.84,-0.258,-1.41
"P50991",-1.4,-1.76,-0.442,-1.27
"P50995",-2.3,-1.85,-0.226,-0.929
"P51003",-2.32,-3.74,-3.02,-4.37
"P51003;Q9NRJ5",-1.54,-3.65,-2.11,-4.06
"P51114",-1.21,-1.03,-0.528,-1.26
"P51116",-3.65,-3.89,-0.369,-1.56
"P51148",-3.15,-2.24,-0.53,-1.75
"P51149",-1.44,-1.81,-0.538,-0.978
"P51151",0.0884,-0.464,-0.401,-0.35
"P51153",0.0884,-1.34,-1.92,-3.99
"P51157",-1.17,1.68,-1.91,-5.93
"P51159",0.0884,-0.643,-0.145,-0.35
"P51159;O00194",0.0884,-2.77,-1.59,-1.58
"P51178",0.0884,-3.84,-0.145,-0.534
"P51398",0.227,-1.36,-0.328,-0.447
"P51452",-4.7,-2.95,-1.46,-2.5
"P51531",-4.25,-7.06,-4.16,-5.15
"P51531;P51532",-3.25,-4.08,-2.13,-3.58
"P51532",-3.46,-7.04,-3.26,-4.1
"P51553",0.0884,-3.82,-0.145,-0.35
"P51570",-3.45,-4.5,-1.79,-3
"P51571",-1.58,-1.7,-0.365,-1.88
"P51572",-1.36,-1.72,-0.371,-0.327
"P51580",-2.67,-4.43,-1.93,-3.84
"P51587",-3.96,-2.04,-0.923,-4.29
"P51589",0.0884,-0.643,-0.145,-0.35
"P51608",-2.58,-3.45,0.129,-0.888
"P51610",-3.37,-2.89,-0.775,-2.83
"P51617",-1.97,-3.59,-0.817,-2.62
"P51636",0.0884,-2.94,0.839,-0.35
"P51648",0.358,-1.59,-0.396,-1.78
"P51649",-0.159,-2.58,-0.232,0.469
"P51659",-0.64,-1.42,-0.646,-0.755
"P51665",-2.43,-2.02,-0.134,-1.05
"P51688",0.0884,-0.643,-0.145,-0.35
"P51689",0.0884,-0.643,-0.145,-0.35
"P51692",-5.5,-5.88,-4.3,-7.47
"P51692;P42229",-6.13,-7.06,-3.62,-8.34
"P51784",-3.57,-4.09,-0.474,-2.83
"P51788",0.0884,-0.643,-0.145,-0.35
"P51790",0.0884,-0.643,-0.938,-0.35
"P51793",0.0884,-0.643,-0.145,-0.35
"P51795",0.923,-1.42,-0.145,-0.35
"P51798",0.0884,0.51,1.75,1.53
"P51805",0.0884,-0.643,-0.145,-0.35
"P51805;Q9UIW2;O75051;Q9HCM2",0.0884,-1.83,-0.145,-1.33
"P51809",-2.04,-2.07,2.14,-4.06
"P51812",-2.01,-2.5,0.344,-1.45
"P51812;Q15349",0.0884,-1.82,-0.145,-1.57
"P51812;Q15418;Q15349",-4.37,-3.59,-0.388,-2.02
"P51826",0.0884,-0.643,-0.145,-5.29
"P51858",-2.06,-2.8,-0.423,-1.06
"P51884",0.0884,-0.643,-0.145,-0.35
"P51911",-2.19,-4.23,-0.145,0.757
"P51946",-3.52,-4.48,-2.76,-3.48
"P51948",-2.65,-3.52,-2.9,-2.75
"P51955",-7.91,-5.3,-0.145,-4.54
"P51957",-2.42,-0.643,-0.145,-0.702
"P51970",-0.896,-3.5,-0.145,0.824
"P51991",-0.63,-0.0405,-0.82,-0.662
"P52209",-1.9,-2.01,-0.318,-0.876
"P52272",-1,-0.801,-0.463,-0.566
"P52292",-1.62,-2.23,-0.67,-1.93
"P52294",-2.2,-3.59,-1.95,-4.09
"P52298",0.0884,-0.643,-0.145,-0.35
"P52306",-2.98,-4.08,-1.12,-1.7
"P52333",-0.453,-1.15,-0.145,-1.07
"P52429",0.0884,-0.643,-0.145,-0.35
"P52434",-4.74,-6.31,-1.38,-4.06
"P52564",-0.988,-1.24,-0.145,-1.64
"P52565",-2.67,-2.5,-0.563,-0.564
"P52566",-2.33,-2.46,0.84,-1.05
"P52594",-5.75,-5.47,-0.542,-3.4
"P52597",-1.02,-0.82,-0.925,-1.04
"P52630",-0.762,-2.53,-0.0365,-3.21
"P52701",-2.95,-2.76,-0.92,-2.43
"P52732",-1.28,-1.63,-0.195,-0.872
"P52735",-1.03,-3.51,-1.14,-3.37
"P52739",-2.49,-2.48,-2.76,-3.84
"P52747",0.0884,-4.92,-2.86,-5.39
"P52756",-3.24,-3.68,-1.25,-2.26
"P52758",-0.502,-2.24,-0.994,-0.35
"P52788",-2.52,-3.39,-0.435,-2.1
"P52789",-3.07,-3.61,0.534,-1.57
"P52790",0.0884,-0.643,-0.145,-0.35
"P52815",-1.45,-1.33,0.164,-0.587
"P52824",-1.15,-3.33,-0.523,-0.35
"P52848",-0.424,-2.09,-0.145,0.635
"P52849",0.0884,-0.643,-0.145,-0.35
"P52888",0.0884,-2.17,-0.896,-0.787
"P52895",0.412,-2.89,0.157,-0.454
"P52895;Q04828",1.19,-2.47,0.88,-0.258
"P52895;Q04828;P42330",0.0884,-4.14,0.661,-2.65
"P52907",-2.08,-2.2,-0.759,-2
"P52907;P47755",-2.3,-2.24,-0.379,-1.53
"P52926",0.0884,0.47,-0.145,-1.73
"P52943",0.0884,-1.75,-4.44,-1.38
"P52948",-3.46,-1.25,-0.504,-1.82
"P53004",-1.25,-0.861,-0.848,-2.33
"P53007",-1.95,-1.99,-1.47,-2.89
"P53041",-1.78,-3.39,-1.38,-2.82
"P53350",-5.49,-2.7,-2.57,-5.47
"P53355",-0.603,-1.6,-0.145,-0.35
"P53365",-2.97,-7.3,-1.55,-4.98
"P53367",-2.18,-1.94,0.0454,-0.525
"P53384",-0.977,-2.64,-2.13,-1.99
"P53396",-1.29,-1.57,-0.534,-1.24
"P53582",-2.67,-2.71,-1.22,-0.746
"P53597",-2.1,-2.55,-1.43,-2.48
"P53602",-4.55,-5.45,-3.35,-0.932
"P53618",-1.2,-1.83,-0.682,-1.45
"P53621",-1.54,-1.72,-0.814,-1.44
"P53634",-0.561,-1.71,0.69,1.29
"P53667",0.0884,-0.643,-0.145,-2.03
"P53671",0.0884,-1.42,-0.145,-0.35
"P53675",0.104,-0.573,0.94,0.783
"P53677;Q9Y2T2",-1.68,-1.55,-1.47,-1.87
"P53680",-3.06,-1.86,-0.69,-2.39
"P53701",-0.895,-3.52,-0.145,0.34
"P53814",-3.39,-4.28,-0.94,-2.51
"P53985",-1.11,-3.26,-1.4,-0.35
"P53990",-3.92,-4.32,-3.46,-1.3
"P53992",-3.75,-2.46,-0.935,-1.64
"P53999",-0.497,-0.974,-0.303,-0.107
"P54098",0.0884,-0.643,-0.145,-0.35
"P54105",-4.43,-6.08,-1.25,-3.9
"P54132",-3.26,-2.33,-1.8,-2.57
"P54136",-1.37,-1.92,-0.601,-1.2
"P54198",-3.48,-3.34,-3.55,-4.34
"P54252",-4.45,-4.64,-2.88,-5.38
"P54253",0.0884,-4.27,-3.74,-3.97
"P54259",0.0884,-5.84,-4.85,-4.71
"P54277",-4.33,-2.37,-3.41,-4.64
"P54278",-1.36,-2.3,-2.16,-1.68
"P54284",0.0884,-0.723,-0.379,-0.35
"P54577",-0.463,-0.581,-0.0119,-0.139
"P54578",-2.39,-2.32,-0.405,-1.95
"P54619",-1.8,-2.59,-0.782,-1.19
"P54619;Q9UGJ0",-0.598,-0.643,-0.145,0.231
"P54646",0.0884,-0.643,-0.145,-1.49
"P54652",0.0884,-4.74,-2.51,-0.797
"P54652;P0DMV8;P34931;P11142;P0DMV9;P17066",0.0884,-1.74,3.51,-0.35
"P54652;P11142",-1.78,-2.47,-0.656,-1.68
"P54709",0.0884,-2.22,0.135,-1.79
"P54725",-0.637,-2.25,-0.145,-3.38
"P54725;P54727",-1.79,-2.99,-0.925,-3.59
"P54727",-2.16,-2.8,-1.07,-2.09
"P54753",0.0884,-0.643,-0.145,-0.35
"P54753;P54760",0.0884,-0.643,-2.31,-0.35
"P54760",0.0884,-3.12,-2.35,-0.35
"P54802",0.0884,-1.32,-0.145,-0.35
"P54803",0.9,-0.643,-0.145,-0.35
"P54819",-3.18,-1.55,0.812,-1.81
"P54868",0.0884,0.526,-0.145,-0.35
"P54886",-0.571,-0.891,-0.797,-1.02
"P54920",-2.83,-2.02,-0.901,-1.56
"P55010",-3.3,-2.42,-0.434,-1.37
"P55011",1.4,-1.63,-0.26,0.335
"P55036",-5.82,-3.94,-2.23,-3.37
"P55036;A2A3N6",-6.98,-5.11,-5.06,-4.99
"P55039",-3.49,-3.42,-1.61,-3.46
"P55055",0.0884,-6.96,-5.59,-6.72
"P55055;Q13133",0.0884,-4.12,-2.86,-2.66
"P55060",-2.3,-2.32,-0.808,-2.47
"P55061",0.0884,-1.24,-0.145,-0.35
"P55072",-0.607,-1.53,0.0355,-0.846
"P55081",-1.27,-0.686,-0.257,-0.643
"P55084",-1.22,-1.89,-0.375,-0.943
"P55145",-3.08,-3.44,-0.145,-3.13
"P55160",-3.22,-1.2,-0.145,-1.37
"P55160;Q9Y2A7",-0.846,-0.627,-1.66,-0.54
"P55196",-0.517,-0.576,-0.0477,-0.23
"P55197",-1.85,-0.643,-2.69,-3.86
"P55199",-4.14,-6.29,-4.7,-4.45
"P55209",-2.89,-2.66,0.281,-1.64
"P55209;Q99733",-2.04,-1.51,0.396,-2.19
"P55210",-0.447,-1.91,-0.145,-1.53
"P55212",-1.36,-2.56,-0.743,-2.05
"P55263",-3.53,-2.63,-0.513,-3.56
"P55265",-1.61,-1.51,-0.8,-1.09
"P55268",0.0884,-3.28,-0.145,-3.69
"P55290",-0.95,-0.643,-1.42,-1.25
"P55317",0.0884,-7.64,-6.91,-0.35
"P55327",-3.03,-2.91,-2.64,-1.47
"P55347",0.0884,-4.25,-2.79,-3.31
"P55347;Q96KN3",-0.593,-2.99,-5.88,-2.04
"P55735",-2.83,-1.89,-1.29,-3.26
"P55769",-1.53,-2.74,-0.531,-0.592
"P55771",0.0884,-4.82,-2.54,-1.29
"P55786",-1.83,-2.33,-0.293,-0.411
"P55795",-1.29,-0.585,-1.07,-1.28
"P55795;P31943",-0.82,-0.367,-0.893,-0.83
"P55809",-0.0947,-0.801,-2.24,-1.23
"P55854",-3.77,-7.29,-6.79,-8.32
"P55884",-1.37,-1.81,-0.845,-1.64
"P55957;BID_HUMAN",-4.57,-5.31,-0.615,-4.18
"P56134",-1.48,-2.03,-0.483,-1.44
"P56179",0.0884,-7,-0.145,-0.35
"P56182",-0.555,-1.37,-0.794,-0.703
"P56192",-2.06,-1.6,-0.511,-1.48
"P56270",-3.87,-5.4,-2.85,-3.67
"P56282",-2.02,-2.94,-1.12,-3.28
"P56377",-0.347,-1.64,-0.145,-1.74
"P56385",-1.36,-1.54,-0.368,-0.494
"P56524",-4.61,-2.39,-3.19,-5.07
"P56537",-0.837,-2.21,-0.448,-1.56
"P56545",0.0884,-6.11,-2.54,-3.7
"P56545;Q13363",-2.79,-5.92,-2.71,-3.21
"P56556",-1.4,-2.9,-1.93,0.684
"P56559",0.0884,-0.643,-0.145,-1.7
"P56589",0.0884,-1.25,-0.145,-0.35
"P56937",-1.33,-2.2,-0.145,-2.07
"P56945",0.0884,-3.86,1.52,-4.06
"P56962",0.0884,-0.643,-0.145,-0.35
"P57075",-5.8,-0.643,0.788,-0.35
"P57078",-0.404,-2.82,-0.145,-0.385
"P57081",-2.83,-4.3,-2.25,-2.79
"P57088",-2.18,-2.15,0.391,-1.94
"P57105",0.0884,-0.643,-0.145,-0.35
"P57678",-1.3,-2.7,-1.43,-2.13
"P57682",0.0884,-5.12,-0.145,-1.86
"P57721;Q15366;Q15365",-2.62,-2.11,-1.81,-1.96
"P57729",0.0884,-0.643,-0.145,-1.88
"P57735",-0.295,-2.52,-2.6,-0.35
"P57737",-4.73,-3.43,-0.724,-2.69
"P57740",-3.17,-1.42,-0.881,-1.69
"P57764",-4.32,-4.81,1.17,-4.95
"P57768",0.0884,-0.643,-0.145,-0.35
"P57772",-2.7,-2.43,-0.991,-1.5
"P58004",-1.9,-0.643,-0.145,-1.21
"P58107",0.0288,-1.73,-0.544,0.353
"P58107;Q15149",0.416,-0.828,-0.219,0.881
"P58215",0.0884,-0.643,-0.145,-0.35
"P58317",-2.26,-4.06,-2.4,-4.24
"P58499",0.0884,-0.643,-0.145,-0.35
"P58546",-5.46,-4.24,-1.09,-3.97
"P59190",0.0884,-0.643,-2.56,-1.14
"P59780",0.0884,-1.65,-1.01,-0.35
"P59998",-2.15,-1.29,-0.123,-1.24
"P60174",-3.04,-2.44,-0.583,-1.65
"P60228",-0.927,-0.939,-0.607,-0.863
"P60468",-0.664,-1.88,-0.441,-0.688
"P60484",0.0884,-0.643,-1.14,-4.4
"P60510",-2.33,-2.82,-0.608,-3
"P60520",-2.85,-2.64,-1.1,-3.25
"P60660",-1.47,-2.17,-0.477,-1.34
"P60842",-1.95,-1.53,-0.775,-1.75
"P60866",-1.84,-1.97,-0.863,-1.62
"P60891;P11908",-1.95,-1.78,-0.296,-1.92
"P60900",-1.68,-1.59,-0.305,-0.94
"P60903",-3.2,-1.99,0.131,-1.04
"P60953",-3.93,-2.15,-0.614,-1.43
"P60981",-3.73,-1.92,-0.877,-1.76
"P60983",-2.8,-2.95,-3,-3.62
"P61006",-1.03,-4.7,-1.54,-3.93
"P61006;Q92930",-0.311,-0.928,-0.77,-1.27
"P61009",-1.88,-3.21,-0.905,-3.59
"P61011",-3.26,-2.9,-0.52,-1.86
"P61018",0.0884,-0.643,-0.145,-0.35
"P61019",0.0884,-4.6,-1.17,-0.689
"P61019;Q8WUD1",-3.89,-3.9,-2.67,-3.57
"P61020",-1.28,-1.53,-0.262,-1.26
"P61020;P20339;P51148",-0.647,-1.73,-0.52,-2.21
"P61024",-3.77,-4.01,-1.85,-3.48
"P61026",-1.45,-2.25,-1.12,-1.37
"P61081",-2.62,-2.52,-1.05,-2.05
"P61086",-2.62,-2.26,-0.446,-2.04
"P61088",-3.88,-4.48,-1.09,-2.16
"P61088;Q5JXB2",-4.18,-3.97,2.05,-2.08
"P61106",-2.24,-2.34,-0.872,-1.62
"P61158",-1.85,-1.59,-0.41,-1.1
"P61160",-1.49,-1.88,-0.837,-1.14
"P61163",-3.46,-2.74,-0.957,-3.23
"P61163;P42025",-2.8,-1.37,-2.89,-1.74
"P61201",-2.13,-1.69,-0.264,-1.37
"P61221",-1.93,-1.63,-0.254,-1.15
"P61225",-1.16,-2.25,-0.182,-2.21
"P61244",-5.1,-6.97,-3.97,-5.99
"P61247",-1.04,-0.709,-0.487,-1.06
"P61254",-1.07,-2.21,-1.15,-2.47
"P61289",-1.57,-1.83,-0.0969,-1.58
"P61313",-0.861,-1.75,-0.911,-0.95
"P61353",-0.285,-0.616,-0.312,-0.694
"P61421",-1.86,-2.83,-0.868,-0.817
"P61457",0.0884,-1.36,0.0863,-0.35
"P61513",-1.73,-2.86,-1.4,-2.53
"P61586",0.0884,-0.643,-0.621,-0.35
"P61586;P08134",0.0884,-0.643,0.132,-1.25
"P61601",0.0884,-0.643,-0.145,-0.35
"P61619",-2.06,-0.455,-0.872,-1.53
"P61619;Q9H9S3",-1.33,-2.11,-0.393,-0.328
"P61626;LYSC_HUMAN",1.96,2.19,0.942,2.48
"P61758",-2.14,-2.13,-0.972,-2.55
"P61764",-4.15,-3,-2.1,-4.04
"P61769;B2MG_HUMAN",0.0884,-2.88,-1.07,-1.99
"P61803",-2.47,-1.31,-0.739,-1.27
"P61812",0.0884,-0.643,-1.15,-1.26
"P61923",-1.77,-1.44,-0.751,-1.35
"P61927",-0.365,-0.643,-0.501,-1.94
"P61956",-3.55,-6.96,-6.38,-7.3
"P61956;P55854;Q6EEV6",-4.64,-6.85,-4.32,-5.28
"P61960",-2.55,-2.9,-2.1,-1.7
"P61962",-2.77,-4.06,-2.52,-2.85
"P61964",-2.86,-4.18,-2.81,-3.7
"P61966",-4.07,-2.8,-0.661,-0.958
"P61968",-2.06,-3.06,-2.21,-2.15
"P61978",-1.19,-0.572,-0.596,-0.97
"P61981",-3.02,-2.2,-0.933,-1.84
"P62070",0.0884,-3.36,-1.13,-3.04
"P62072",0.0884,-0.643,-0.145,-0.35
"P62081",-0.995,-1.34,-0.523,-1.05
"P62136",-3.15,-2.09,-0.613,-1.53
"P62136;P36873",-2.23,-2.06,-0.977,-3.7
"P62136;P62140;P36873",-2.46,-2.6,-1.2,-2.15
"P62140",-2.76,-1.15,-0.666,-1.87
"P62166",0.0884,-1.51,-1.02,-0.35
"P62191",-1.78,-2.25,-0.146,-1.01
"P62195",-2.06,-2.21,-0.417,-1.54
"P62241",-0.971,-1.25,-0.501,-1.02
"P62244",-1.16,-1.4,-0.715,-1.51
"P62249",-1.65,-1.57,-0.881,-1.67
"P62256",0.0884,-3.8,-0.221,-1.49
"P62258",-1.86,-1.88,-0.614,-2.05
"P62263",-1.52,-1.37,-0.644,-1.53
"P62266",-1.18,-2.03,-0.781,-1.82
"P62269",-0.722,-0.51,0.186,-0.662
"P62273",0.0239,0.726,0.43,-0.288
"P62277",-0.95,-0.779,-0.36,-0.612
"P62280",-1.4,-1.59,-0.875,-1.94
"P62304",-2.12,-1.72,-0.795,-1.82
"P62306",-2.32,-2.03,-1.41,-3.07
"P62308;A8MWD9",-1.88,-1.5,-1.25,-2.25
"P62310",-1.41,-1.42,0.399,-0.197
"P62312",-0.93,-1.64,1.43,0.0123
"P62314",-1.27,-1.03,-0.67,-1.46
"P62316",-0.877,-1.06,-0.474,-1.06
"P62318",-1.61,-1.49,-1.15,-1.35
"P62328",-2.33,-2.42,1.83,-0.153
"P62330",-1.47,-2.51,-0.794,-1.93
"P62333",-3.51,-2.44,-0.611,-1.76
"P62341",0.0884,-0.643,-1.44,-0.35
"P62380",-2.41,-2.84,-0.649,-3.59
"P62424",-0.974,-1.23,-0.465,-1.4
"P62487",-1.52,-1.78,-1.51,-2.08
"P62491",0.0884,-0.941,-0.744,0.188
"P62495",-2.51,-1.56,-0.584,-1.42
"P62699",-1.13,-1.58,-1.39,-5.34
